date,product_id,category,sales_amount,quantity,region,customer_age,discount_rate
2024-05-12,A001,Electronics,683.43,12,North,27,0.194
2024-05-13,A001,Clothing,51.26,10,North,55,0.187
2024-05-14,A001,Home,93.94,15,East,35,0.192
2024-05-15,B001,Clothing,719.16,9,South,67,0.092
2024-05-16,A001,Clothing,81.36,2,South,22,0.258
2024-05-17,B002,Books,80.54,5,North,70,0.288
2024-05-18,A003,Books,21.99,6,North,46,0.065
2024-05-19,A003,Clothing,956.94,7,West,56,0.026
2024-05-20,A001,Clothing,740.13,1,East,77,0.058
2024-05-21,B001,Clothing,359.72,7,East,51,0.246
2024-05-22,B001,Books,303.57,12,North,60,0.203
2024-05-23,B002,Books,356.21,16,West,79,0.191
2024-05-24,A001,Electronics,776.91,16,West,62,0.121
2024-05-25,A003,Electronics,664.76,11,South,40,0.173
2024-05-26,B001,Clothing,193.34,4,South,22,0.092
2024-05-27,A001,Home,182.37,13,West,47,0.143
2024-05-28,B001,Home,107.41,7,South,23,0.238
2024-05-29,B001,Books,663.7,4,North,73,0.294
2024-05-30,A003,Books,766.73,15,West,75,0.28
2024-05-31,A002,Books,272.4,19,South,78,0.28
2024-06-01,B002,Clothing,30.74,9,East,63,0.121
2024-06-02,B002,Home,91.35,11,West,61,0.141
2024-06-03,A003,Electronics,968.18,8,West,21,0.212
2024-06-04,B001,Clothing,302.49,1,East,46,0.277
2024-06-05,A001,Electronics,771.53,8,North,40,0.043
2024-06-06,B001,Electronics,628.42,13,East,23,0.091
2024-06-07,A003,Clothing,388.12,4,West,49,0.042
2024-06-08,B002,Electronics,213.63,8,North,59,0.184
2024-06-09,B001,Home,130.17,3,South,35,0.092
2024-06-10,B002,Electronics,618.86,9,South,32,0.098
2024-06-11,A001,Home,776.89,2,South,57,0.021
2024-06-12,B002,Home,647.47,2,West,75,0.105
2024-06-13,B002,Home,535.0,13,East,49,0.259
2024-06-14,A002,Books,51.53,15,North,26,0.07
2024-06-15,A002,Electronics,968.8,12,South,54,0.209
2024-06-16,A002,Clothing,800.73,4,North,27,0.189
2024-06-17,B002,Clothing,299.89,8,West,37,0.259
2024-06-18,A003,Electronics,980.17,9,South,23,0.04
2024-06-19,B002,Books,605.86,5,West,65,0.293
2024-06-20,A003,Books,586.6,18,East,73,0.175
2024-06-21,A003,Home,750.59,11,West,76,0.299
2024-06-22,A002,Electronics,813.65,15,West,20,0.273
2024-06-23,B001,Electronics,659.91,9,East,59,0.066
2024-06-24,A001,Clothing,136.81,17,North,28,0.017
2024-06-25,A002,Electronics,344.88,12,East,60,0.077
2024-06-26,A002,Books,928.8,7,East,34,0.158
2024-06-27,B001,Electronics,232.37,10,West,49,0.051
2024-06-28,A001,Clothing,378.45,10,North,21,0.05
2024-06-29,B002,Home,437.76,13,South,21,0.139
2024-06-30,B002,Clothing,445.01,19,East,34,0.01
2024-07-01,A002,Clothing,616.81,11,North,58,0.037
2024-07-02,A001,Home,943.65,13,East,36,0.125
2024-07-03,A002,Clothing,248.29,8,East,22,0.019
2024-07-04,A003,Clothing,130.29,8,East,49,0.119
2024-07-05,A002,Electronics,205.5,4,East,39,0.142
2024-07-06,A002,Electronics,888.06,15,West,73,0.135
2024-07-07,B002,Home,649.35,11,North,23,0.261
2024-07-08,B002,Electronics,293.05,11,North,52,0.159
2024-07-09,B002,Electronics,817.79,1,North,39,0.14
2024-07-10,A003,Clothing,862.76,17,East,18,0.123
2024-07-11,B002,Books,848.05,15,West,37,0.245
2024-07-12,A001,Electronics,919.74,6,East,39,0.269
2024-07-13,B001,Books,259.72,15,East,65,0.256
2024-07-14,A001,Electronics,757.49,9,North,72,0.202
2024-07-15,A001,Electronics,465.93,14,East,28,0.041
2024-07-16,B002,Home,843.58,18,South,30,0.083
2024-07-17,B001,Home,731.21,17,East,76,0.014
2024-07-18,B001,Home,778.68,18,South,59,0.279
2024-07-19,B001,Books,659.6,5,East,20,0.198
2024-07-20,A003,Clothing,185.65,9,West,26,0.224
2024-07-21,B002,Electronics,549.58,11,West,77,0.093
2024-07-22,B001,Electronics,984.82,1,North,29,0.254
2024-07-23,A003,Electronics,938.01,18,East,40,0.078
2024-07-24,A002,Books,52.74,6,South,31,0.0
2024-07-25,A002,Home,173.17,2,South,50,0.113
2024-07-26,A003,Clothing,140.41,15,East,35,0.171
2024-07-27,A003,Books,728.72,14,South,66,0.144
2024-07-28,B002,Home,819.61,5,West,76,0.259
2024-07-29,B002,Books,221.38,6,South,58,0.032
2024-07-30,A002,Clothing,510.79,6,North,26,0.166
2024-07-31,B001,Home,842.3,18,West,40,0.154
2024-08-01,A002,Books,735.47,14,West,27,0.084
2024-08-02,B001,Clothing,546.81,10,West,36,0.247
2024-08-03,B001,Electronics,594.44,14,East,78,0.226
2024-08-04,B002,Clothing,513.28,13,East,64,0.22
2024-08-05,A001,Electronics,304.57,3,West,22,0.263
2024-08-06,A001,Books,569.37,6,East,64,0.217
2024-08-07,A003,Home,692.0,8,South,69,0.07
2024-08-08,B002,Home,874.59,12,East,40,0.212
2024-08-09,B001,Books,639.93,13,East,47,0.092
2024-08-10,A001,Home,763.51,11,West,42,0.073
2024-08-11,B001,Home,168.47,12,North,45,0.022
2024-08-12,A001,Electronics,466.94,1,North,51,0.223
2024-08-13,A001,Books,19.24,17,North,62,0.213
2024-08-14,A001,Clothing,254.21,16,South,73,0.07
2024-08-15,B002,Electronics,729.2,11,East,65,0.225
2024-08-16,A002,Books,991.89,13,North,64,0.275
2024-08-17,B001,Electronics,108.19,18,West,42,0.032
2024-08-18,B002,Clothing,407.48,11,North,27,0.07
2024-08-19,B002,Clothing,802.07,12,North,31,0.225
2024-08-20,B002,Books,212.0,6,East,59,0.082
2024-08-21,B002,Clothing,559.53,9,East,74,0.187
2024-08-22,B002,Electronics,735.74,16,East,63,0.024
2024-08-23,A003,Clothing,619.83,4,South,75,0.136
2024-08-24,B001,Electronics,196.14,3,South,47,0.222
2024-08-25,B002,Electronics,361.83,16,North,72,0.206
2024-08-26,B001,Clothing,785.95,12,East,58,0.245
2024-08-27,A003,Books,558.68,11,North,42,0.263
2024-08-28,A003,Home,15.18,5,West,31,0.232
2024-08-29,B001,Clothing,763.38,18,West,52,0.201
2024-08-30,A001,Electronics,44.96,19,East,69,0.01
2024-08-31,A002,Electronics,748.28,6,East,65,0.16
2024-09-01,A001,Clothing,210.46,18,West,51,0.011
2024-09-02,A001,Books,958.49,6,East,27,0.242
2024-09-03,A001,Books,374.26,4,South,52,0.096
2024-09-04,B002,Electronics,333.66,12,South,28,0.169
2024-09-05,A003,Electronics,157.4,19,East,28,0.084
2024-09-06,A001,Books,312.55,2,West,38,0.235
2024-09-07,A003,Home,877.88,17,North,38,0.266
2024-09-08,B001,Clothing,996.37,11,East,39,0.12
2024-09-09,A002,Electronics,374.63,11,East,62,0.259
2024-09-10,B001,Electronics,454.12,16,North,24,0.08
2024-09-11,B001,Books,724.85,2,East,72,0.16
2024-09-12,B002,Clothing,887.33,2,North,34,0.258
2024-09-13,A002,Books,597.11,8,West,79,0.098
2024-09-14,B001,Clothing,397.61,13,South,19,0.286
2024-09-15,B001,Clothing,418.5,10,West,29,0.037
2024-09-16,A002,Clothing,698.66,8,South,74,0.005
2024-09-17,A002,Electronics,13.19,4,North,59,0.271
2024-09-18,B001,Home,623.39,15,South,35,0.021
2024-09-19,A002,Books,361.94,1,West,71,0.298
2024-09-20,B001,Home,796.26,11,South,76,0.285
2024-09-21,B001,Books,102.06,7,North,28,0.041
2024-09-22,B002,Clothing,592.32,17,South,33,0.161
2024-09-23,A001,Electronics,486.16,18,East,66,0.055
2024-09-24,B001,Home,645.9,12,West,68,0.128
2024-09-25,A003,Electronics,74.21,9,East,35,0.018
2024-09-26,A001,Books,584.18,5,North,52,0.067
2024-09-27,A001,Electronics,565.87,10,South,70,0.109
2024-09-28,A001,Electronics,565.05,4,East,76,0.132
2024-09-29,B002,Home,607.45,5,East,43,0.293
2024-09-30,B001,Clothing,679.7,10,South,33,0.242
2024-10-01,B002,Electronics,806.94,11,South,23,0.221
2024-10-02,B001,Clothing,277.12,10,West,74,0.161
2024-10-03,B002,Books,826.8,8,East,61,0.252
2024-10-04,B002,Electronics,503.27,2,East,60,0.102
2024-10-05,A003,Home,86.29,8,North,64,0.213
2024-10-06,B002,Books,67.97,16,West,64,0.298
2024-10-07,A002,Books,340.9,5,North,65,0.094
2024-10-08,A003,Home,787.05,3,East,59,0.202
2024-10-09,B002,Electronics,710.6,12,North,29,0.253
2024-10-10,A001,Electronics,790.73,13,East,77,0.275
2024-10-11,A002,Books,522.1,13,East,30,0.215
2024-10-12,A002,Electronics,445.8,10,North,21,0.085
2024-10-13,A002,Clothing,155.98,4,North,56,0.098
2024-10-14,A003,Home,334.91,9,South,71,0.006
2024-10-15,B002,Clothing,439.68,2,South,19,0.228
2024-10-16,B002,Electronics,97.71,19,South,43,0.013
2024-10-17,A001,Books,228.41,1,East,76,0.259
2024-10-18,A001,Home,602.24,7,North,44,0.036
2024-10-19,A002,Electronics,738.31,17,West,44,0.052
2024-10-20,A001,Electronics,998.36,3,East,32,0.143
2024-10-21,A003,Books,933.78,3,West,25,0.221
2024-10-22,B002,Books,646.14,3,North,24,0.042
2024-10-23,A002,Clothing,427.04,17,East,64,0.132
2024-10-24,A001,Home,639.82,7,West,72,0.145
2024-10-25,A003,Home,787.8,14,West,63,0.064
2024-10-26,A003,Books,127.15,17,South,57,0.035
2024-10-27,A001,Clothing,415.81,18,South,77,0.251
2024-10-28,B002,Home,841.4,13,South,29,0.151
2024-10-29,A001,Books,389.99,18,East,30,0.004
2024-10-30,A002,Electronics,576.15,4,North,79,0.241
2024-10-31,A001,Home,591.89,1,North,60,0.294
2024-11-01,A003,Clothing,192.63,18,South,34,0.182
2024-11-02,A001,Clothing,368.61,1,South,78,0.151
2024-11-03,B002,Clothing,341.17,13,South,34,0.264
2024-11-04,B001,Electronics,35.93,10,West,73,0.286
2024-11-05,A001,Home,33.95,11,South,53,0.226
2024-11-06,B002,Home,833.38,9,West,38,0.134
2024-11-07,B002,Electronics,280.34,9,North,25,0.178
2024-11-08,A003,Home,522.9,5,East,22,0.21
2024-11-09,B002,Electronics,305.74,1,East,43,0.058
2024-11-10,B002,Electronics,941.27,17,East,33,0.134
2024-11-11,B002,Electronics,266.7,2,East,53,0.249
2024-11-12,B002,Clothing,435.36,13,West,45,0.196
2024-11-13,A002,Home,874.0,9,West,71,0.123
2024-11-14,A002,Electronics,843.51,4,South,46,0.199
2024-11-15,A003,Home,194.24,5,West,64,0.035
2024-11-16,A001,Clothing,804.62,11,South,29,0.12
2024-11-17,B002,Electronics,463.61,19,South,54,0.238
2024-11-18,A001,Books,488.14,3,East,47,0.066
2024-11-19,A001,Clothing,142.15,12,West,40,0.056
2024-11-20,A003,Books,89.8,19,West,33,0.285
2024-11-21,B002,Home,730.66,19,South,31,0.063
2024-11-22,B002,Home,501.5,13,South,27,0.078
2024-11-23,B001,Clothing,442.48,7,North,24,0.291
2024-11-24,A001,Home,732.21,15,North,62,0.22
2024-11-25,A001,Books,767.86,7,South,69,0.21
2024-11-26,A002,Electronics,167.32,8,North,77,0.256
2024-11-27,B001,Electronics,614.12,5,North,78,0.035
2024-11-28,A002,Electronics,144.0,14,South,54,0.212
2024-11-29,A002,Clothing,753.86,4,South,46,0.151
2024-11-30,A002,Home,660.39,10,West,20,0.249
2024-12-01,A003,Books,957.05,15,South,32,0.152
2024-12-02,A003,Home,78.27,18,South,53,0.186
2024-12-03,A002,Home,66.48,13,East,64,0.143
2024-12-04,B001,Home,289.37,8,West,63,0.143
2024-12-05,A001,Electronics,269.09,9,West,69,0.23
2024-12-06,B001,Books,254.51,16,West,36,0.189
2024-12-07,B002,Books,907.19,19,East,30,0.19
2024-12-08,A003,Home,257.05,16,South,59,0.135
2024-12-09,A001,Electronics,279.23,7,West,38,0.159
2024-12-10,A001,Electronics,761.8,14,West,54,0.224
2024-12-11,B002,Books,455.24,14,North,44,0.248
2024-12-12,B002,Electronics,778.94,4,West,72,0.209
2024-12-13,A002,Electronics,74.71,15,South,69,0.277
2024-12-14,A003,Electronics,492.7,3,South,46,0.246
2024-12-15,A003,Clothing,43.28,5,North,37,0.169
2024-12-16,B001,Home,72.03,1,West,42,0.201
2024-12-17,A002,Books,907.37,3,West,23,0.278
2024-12-18,A002,Books,147.85,15,West,53,0.186
2024-12-19,A002,Clothing,537.1,8,East,19,0.247
2024-12-20,A002,Home,416.98,4,West,39,0.207
2024-12-21,A003,Books,353.87,2,South,49,0.166
2024-12-22,A003,Electronics,900.84,10,South,33,0.073
2024-12-23,A002,Books,31.61,4,East,35,0.128
2024-12-24,B001,Electronics,667.15,3,East,22,0.29
2024-12-25,A001,Clothing,963.76,2,West,71,0.197
2024-12-26,A001,Electronics,564.57,17,North,53,0.169
2024-12-27,B001,Books,937.45,13,East,47,0.28
2024-12-28,A002,Books,61.74,5,East,62,0.176
2024-12-29,A003,Books,424.61,9,West,36,0.158
2024-12-30,A001,Clothing,267.56,6,West,40,0.228
2024-12-31,B002,Clothing,733.51,5,East,51,0.214
2025-01-01,B002,Home,981.48,10,North,30,0.058
2025-01-02,B001,Books,263.96,8,East,60,0.141
2025-01-03,A002,Electronics,657.63,7,West,79,0.142
2025-01-04,A001,Clothing,206.12,7,West,71,0.113
2025-01-05,A002,Books,569.68,6,East,46,0.155
2025-01-06,A001,Books,469.29,3,North,53,0.124
2025-01-07,B001,Clothing,972.29,19,East,39,0.06
2025-01-08,B001,Home,612.44,15,East,69,0.124
2025-01-09,B002,Clothing,356.01,4,West,69,0.022
2025-01-10,A002,Clothing,122.95,12,North,64,0.173
2025-01-11,B002,Electronics,159.73,6,South,53,0.256
2025-01-12,A002,Electronics,233.06,19,North,26,0.218
2025-01-13,B002,Home,258.46,4,East,56,0.108
2025-01-14,A003,Books,852.11,15,East,68,0.026
2025-01-15,A003,Clothing,565.61,9,East,36,0.061
2025-01-16,A003,Home,528.16,5,North,55,0.164
2025-01-17,A003,Electronics,123.62,13,West,23,0.062
2025-01-18,A001,Clothing,861.54,18,East,69,0.163
2025-01-19,A003,Books,725.59,5,East,64,0.069
2025-01-20,B001,Electronics,76.99,16,North,32,0.255
2025-01-21,B001,Electronics,710.76,19,South,74,0.119
2025-01-22,A001,Electronics,548.1,14,South,37,0.074
2025-01-23,A003,Home,90.91,16,West,26,0.244
2025-01-24,A003,Books,463.72,15,West,49,0.103
2025-01-25,A003,Clothing,489.85,4,East,21,0.033
2025-01-26,B002,Home,174.12,7,North,67,0.171
2025-01-27,A002,Home,946.24,16,East,35,0.174
2025-01-28,B002,Home,851.48,8,West,22,0.214
2025-01-29,A002,Electronics,672.33,17,North,37,0.072
2025-01-30,A003,Books,467.67,16,North,40,0.133
2025-01-31,A003,Home,417.65,10,West,79,0.085
2025-02-01,B002,Clothing,654.46,10,South,28,0.024
2025-02-02,B002,Books,549.98,2,South,54,0.263
2025-02-03,A002,Clothing,71.65,9,North,39,0.219
2025-02-04,B001,Books,517.38,17,East,75,0.09
2025-02-05,A002,Clothing,808.34,11,South,21,0.18
2025-02-06,B002,Electronics,464.65,10,East,46,0.06
2025-02-07,B002,Home,61.44,17,South,61,0.267
2025-02-08,A001,Clothing,788.42,4,South,51,0.034
2025-02-09,B002,Books,209.35,16,East,30,0.001
2025-02-10,A001,Home,266.03,15,West,59,0.151
2025-02-11,B001,Home,173.06,5,South,26,0.175
2025-02-12,A002,Books,336.91,6,South,59,0.174
2025-02-13,A002,Clothing,759.18,17,East,48,0.016
2025-02-14,A001,Electronics,524.19,1,West,24,0.094
2025-02-15,A002,Electronics,212.83,19,South,21,0.15
2025-02-16,B002,Clothing,879.05,4,South,36,0.065
2025-02-17,A003,Home,880.79,17,West,59,0.262
2025-02-18,A001,Home,871.87,9,South,47,0.026
2025-02-19,A002,Home,246.41,2,West,48,0.146
2025-02-20,A001,Home,456.73,8,West,52,0.207
2025-02-21,A001,Clothing,985.14,15,East,74,0.079
2025-02-22,A003,Home,774.29,7,North,38,0.187
2025-02-23,B002,Books,36.9,6,West,78,0.249
2025-02-24,A001,Home,74.55,1,East,48,0.057
2025-02-25,A002,Electronics,469.29,15,North,36,0.275
2025-02-26,B001,Home,910.13,7,South,48,0.166
2025-02-27,A001,Clothing,543.31,17,North,70,0.09
2025-02-28,A001,Electronics,502.83,2,West,49,0.129
2025-03-01,A003,Clothing,114.42,9,West,19,0.094
2025-03-02,B002,Clothing,660.21,9,West,76,0.218
2025-03-03,B001,Electronics,823.88,13,West,69,0.239
2025-03-04,A002,Clothing,386.62,6,West,27,0.25
2025-03-05,B001,Clothing,777.86,6,East,19,0.296
2025-03-06,A002,Home,964.83,3,West,19,0.237
2025-03-07,B002,Books,211.73,17,East,77,0.18
2025-03-08,A002,Clothing,528.1,17,South,41,0.102
2025-03-09,A003,Clothing,294.27,12,West,34,0.163
2025-03-10,A003,Clothing,794.93,16,West,49,0.012
2025-03-11,A003,Home,581.82,15,North,33,0.223
2025-03-12,A003,Books,638.24,13,South,33,0.134
2025-03-13,B001,Electronics,799.94,1,West,63,0.006
2025-03-14,B002,Home,402.01,17,West,56,0.019
2025-03-15,A002,Home,915.94,3,South,70,0.116
2025-03-16,A002,Books,537.7,15,East,48,0.175
2025-03-17,A003,Books,166.38,4,West,60,0.139
2025-03-18,A003,Home,698.94,4,North,41,0.186
2025-03-19,A001,Electronics,795.33,18,West,18,0.144
2025-03-20,B002,Home,323.59,17,North,28,0.199
2025-03-21,B001,Books,858.61,19,North,72,0.066
2025-03-22,A002,Electronics,907.08,11,West,38,0.034
2025-03-23,A001,Books,284.14,3,West,21,0.179
2025-03-24,A001,Electronics,983.69,8,North,24,0.145
2025-03-25,A002,Clothing,149.3,14,South,43,0.008
2025-03-26,B001,Books,210.0,1,South,64,0.114
2025-03-27,A001,Books,192.38,14,West,67,0.032
2025-03-28,A001,Home,895.05,2,East,29,0.159
2025-03-29,B002,Books,657.75,4,South,48,0.119
2025-03-30,B001,Books,160.58,19,West,34,0.184
2025-03-31,A001,Clothing,445.92,6,South,50,0.242
2025-04-01,B001,Books,619.15,1,East,28,0.09
2025-04-02,A002,Clothing,92.63,17,West,45,0.289
2025-04-03,A003,Clothing,883.59,8,East,49,0.161
2025-04-04,A001,Clothing,805.57,19,West,18,0.185
2025-04-05,B002,Clothing,510.15,1,East,64,0.204
2025-04-06,A002,Electronics,967.46,5,South,45,0.2
2025-04-07,B001,Home,423.58,16,South,70,0.153
2025-04-08,A002,Electronics,984.27,6,East,59,0.129
2025-04-09,A001,Books,671.24,8,East,24,0.016
2025-04-10,B001,Electronics,638.32,13,East,19,0.007
2025-04-11,A003,Electronics,174.3,16,West,59,0.107
2025-04-12,A002,Books,883.11,3,South,41,0.1
2025-04-13,A001,Books,433.21,19,West,21,0.116
2025-04-14,B002,Books,170.61,12,South,61,0.042
2025-04-15,B001,Electronics,22.48,16,North,36,0.221
2025-04-16,A002,Electronics,564.16,11,West,43,0.257
2025-04-17,A002,Books,532.13,10,South,28,0.282
2025-04-18,A003,Home,722.16,4,South,57,0.148
2025-04-19,A003,Home,891.36,12,West,67,0.21
2025-04-20,B002,Clothing,88.61,2,West,60,0.257
2025-04-21,B002,Books,734.18,19,South,28,0.125
2025-04-22,A001,Clothing,195.54,5,West,62,0.093
2025-04-23,A001,Home,859.6,8,East,20,0.281
2025-04-24,B002,Clothing,820.87,7,West,29,0.155
2025-04-25,B002,Books,545.39,14,West,20,0.149
2025-04-26,B001,Books,713.14,3,West,59,0.054
2025-04-27,A003,Books,321.21,18,South,44,0.032
2025-04-28,A001,Electronics,476.46,16,East,66,0.253
2025-04-29,A003,Clothing,823.42,19,North,71,0.184
2025-04-30,A003,Home,464.67,19,North,19,0.098
2025-05-01,B002,Home,364.22,18,East,66,0.058
2025-05-02,B001,Home,499.27,16,East,33,0.167
2025-05-03,A002,Electronics,829.97,8,East,19,0.175
2025-05-04,B001,Electronics,341.86,1,South,77,0.062
2025-05-05,B001,Books,182.02,17,North,71,0.255
2025-05-06,A003,Home,714.89,12,East,47,0.025
2025-05-07,B001,Electronics,827.72,11,South,37,0.107
2025-05-08,A001,Books,109.63,5,North,55,0.204
2025-05-09,A003,Home,247.48,12,West,45,0.082
2025-05-10,A001,Clothing,150.55,17,South,42,0.248
2025-05-11,A002,Books,354.46,6,North,49,0.222
2025-05-12,A003,Electronics,455.85,1,South,78,0.237
2025-05-13,A002,Electronics,751.34,5,North,27,0.036
2025-05-14,A003,Books,654.64,14,North,77,0.042
2025-05-15,B002,Books,624.72,5,West,59,0.086
2025-05-16,B001,Electronics,358.85,1,South,57,0.155
2025-05-17,B002,Clothing,843.03,18,East,50,0.224
2025-05-18,A002,Home,476.57,16,West,30,0.251
2025-05-19,B001,Clothing,979.31,9,West,73,0.211
2025-05-20,A003,Books,637.8,19,North,58,0.279
2025-05-21,B001,Clothing,135.0,5,East,71,0.222
2025-05-22,A001,Electronics,679.42,2,South,59,0.092
2025-05-23,B001,Books,331.85,15,East,64,0.08
2025-05-24,A001,Home,689.46,7,East,54,0.209
2025-05-25,B001,Electronics,78.94,4,East,71,0.058
2025-05-26,A001,Electronics,183.13,1,East,33,0.028
2025-05-27,A002,Home,857.18,13,East,62,0.16
2025-05-28,B002,Home,234.91,7,North,39,0.246
2025-05-29,A003,Clothing,838.67,15,North,74,0.03
2025-05-30,B001,Books,286.48,14,West,37,0.238
2025-05-31,B002,Home,646.45,19,North,67,0.243
2025-06-01,A003,Home,697.21,18,West,60,0.145
2025-06-02,A003,Books,517.53,10,West,44,0.017
2025-06-03,A001,Home,312.26,9,South,58,0.052
2025-06-04,A002,Home,220.52,8,East,33,0.212
2025-06-05,A002,Clothing,42.86,10,North,51,0.214
2025-06-06,B002,Electronics,310.91,17,South,49,0.27
2025-06-07,A002,Electronics,656.63,2,North,43,0.175
2025-06-08,B001,Electronics,938.92,6,West,42,0.037
2025-06-09,A002,Electronics,872.49,5,North,19,0.036
2025-06-10,B002,Home,768.4,9,East,29,0.216
2025-06-11,A002,Books,790.56,5,West,57,0.055
2025-06-12,B001,Books,668.34,18,West,26,0.099
2025-06-13,A001,Clothing,267.68,9,South,29,0.146
2025-06-14,B002,Clothing,908.12,17,East,43,0.007
2025-06-15,A001,Home,674.02,17,West,26,0.075
2025-06-16,A001,Books,564.84,12,East,27,0.122
2025-06-17,A001,Books,119.88,7,North,49,0.084
2025-06-18,A003,Electronics,452.58,3,East,74,0.041
2025-06-19,A003,Home,465.75,10,West,51,0.218
2025-06-20,A001,Home,865.92,2,South,65,0.244
2025-06-21,B002,Electronics,551.18,3,West,37,0.077
2025-06-22,B001,Home,386.6,16,East,56,0.232
2025-06-23,B001,Home,977.03,2,East,77,0.116
2025-06-24,A002,Clothing,119.61,10,West,19,0.152
2025-06-25,B002,Books,428.32,6,East,18,0.257
2025-06-26,A003,Home,51.6,11,North,68,0.225
2025-06-27,A001,Clothing,742.51,7,West,77,0.242
2025-06-28,A002,Books,918.9,15,South,53,0.041
2025-06-29,B001,Electronics,287.24,6,West,41,0.021
2025-06-30,A003,Clothing,859.76,9,North,71,0.268
2025-07-01,A003,Clothing,299.3,12,North,44,0.116
2025-07-02,A001,Books,911.66,19,North,19,0.086
2025-07-03,B001,Electronics,756.42,3,North,48,0.217
2025-07-04,B002,Clothing,806.86,15,North,74,0.251
2025-07-05,A003,Home,27.83,2,South,31,0.259
2025-07-06,A001,Home,963.18,2,East,19,0.095
2025-07-07,B002,Home,729.4,3,North,46,0.256
2025-07-08,B001,Electronics,311.7,6,North,32,0.012
2025-07-09,A003,Clothing,831.1,15,West,29,0.015
2025-07-10,B002,Home,288.71,10,South,54,0.187
2025-07-11,B002,Electronics,874.03,9,South,45,0.019
2025-07-12,B002,Home,121.45,1,East,37,0.097
2025-07-13,A003,Books,706.65,16,South,78,0.202
2025-07-14,A003,Clothing,545.29,6,West,56,0.101
2025-07-15,A002,Clothing,105.57,9,West,41,0.054
2025-07-16,B001,Electronics,249.47,4,East,38,0.084
2025-07-17,A001,Electronics,22.28,2,West,27,0.137
2025-07-18,B002,Clothing,474.08,4,North,63,0.143
2025-07-19,A002,Home,308.25,1,North,31,0.235
2025-07-20,A001,Home,602.37,19,West,54,0.225
2025-07-21,A002,Books,304.27,10,East,35,0.137
2025-07-22,A003,Home,306.92,15,South,41,0.254
2025-07-23,B002,Electronics,745.76,19,East,31,0.034
2025-07-24,A001,Electronics,57.66,16,South,51,0.077
2025-07-25,A001,Home,903.87,4,West,75,0.248
2025-07-26,A001,Electronics,853.74,2,West,29,0.113
2025-07-27,A001,Clothing,671.13,13,North,39,0.294
2025-07-28,A001,Clothing,597.29,1,South,73,0.14
2025-07-29,A002,Home,893.38,17,East,23,0.238
2025-07-30,B002,Clothing,193.48,13,West,53,0.121
2025-07-31,A003,Clothing,88.18,4,East,62,0.127
2025-08-01,A003,Books,247.12,7,North,53,0.115
2025-08-02,A003,Books,796.63,17,South,39,0.216
2025-08-03,A003,Clothing,44.32,9,South,31,0.164
2025-08-04,A002,Home,586.98,4,West,33,0.283
2025-08-05,B001,Books,995.48,19,South,78,0.075
2025-08-06,B002,Electronics,857.14,1,West,53,0.03
2025-08-07,A001,Electronics,526.23,10,North,73,0.118
2025-08-08,B001,Electronics,73.0,4,South,42,0.185
2025-08-09,A003,Home,833.06,9,West,49,0.258
2025-08-10,B001,Clothing,602.99,13,East,50,0.104
2025-08-11,B002,Electronics,123.78,14,West,62,0.196
2025-08-12,A001,Home,102.92,10,South,53,0.105
2025-08-13,A001,Books,910.53,6,North,37,0.185
2025-08-14,B002,Clothing,672.51,16,South,35,0.265
2025-08-15,B002,Books,830.99,6,South,55,0.069
2025-08-16,A003,Home,880.19,17,West,20,0.121
2025-08-17,A001,Electronics,576.05,10,East,40,0.298
2025-08-18,B001,Electronics,522.27,18,South,49,0.261
2025-08-19,A002,Home,436.12,18,East,62,0.169
2025-08-20,A002,Electronics,323.78,3,West,76,0.155
2025-08-21,B002,Clothing,440.25,15,East,33,0.085
2025-08-22,A003,Home,776.14,15,West,76,0.155
2025-08-23,A002,Books,605.9,4,North,22,0.254
2025-08-24,A001,Home,893.6,9,East,21,0.206
2025-08-25,B002,Clothing,448.95,19,East,38,0.087
2025-08-26,B001,Clothing,611.02,17,North,57,0.06
2025-08-27,B002,Home,634.99,11,East,68,0.08
2025-08-28,B001,Home,595.78,9,North,31,0.051
2025-08-29,B002,Electronics,705.61,10,South,56,0.029
2025-08-30,B002,Clothing,245.06,18,West,48,0.126
2025-08-31,B002,Home,517.24,13,North,31,0.034
2025-09-01,B001,Home,113.18,8,East,23,0.052
2025-09-02,B001,Clothing,390.67,7,North,29,0.164
2025-09-03,B002,Home,492.79,17,East,33,0.049
2025-09-04,A002,Electronics,655.7,15,South,34,0.019
2025-09-05,A003,Clothing,951.03,15,North,62,0.095
2025-09-06,A003,Electronics,604.64,1,South,40,0.066
2025-09-07,A003,Electronics,746.16,14,West,31,0.155
2025-09-08,B001,Electronics,511.2,5,East,78,0.031
2025-09-09,B001,Electronics,637.76,11,East,24,0.226
2025-09-10,A002,Clothing,80.22,16,South,63,0.272
2025-09-11,A003,Electronics,261.85,2,West,49,0.223
2025-09-12,A003,Electronics,368.23,8,North,32,0.16
2025-09-13,B002,Home,477.77,11,North,61,0.258
2025-09-14,B001,Clothing,55.19,18,East,34,0.208
2025-09-15,A003,Clothing,148.62,3,South,58,0.003
2025-09-16,A002,Books,284.05,1,South,71,0.118
2025-09-17,A002,Clothing,971.82,11,North,64,0.255
2025-09-18,A003,Clothing,338.03,16,West,61,0.104
2025-09-19,B001,Books,487.22,18,West,51,0.011
2025-09-20,A002,Clothing,204.14,16,North,22,0.224
2025-09-21,B002,Clothing,614.67,10,North,62,0.241
